"SpecimenID","ImageFileName","Lake","CollectionSite","CollectionDate","Collector","Method","MeasurerInitials","MorphometricAbbreviation","Value"
"2018-50-862-3","DSC_5231.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","CPL",35.17
"2018-50-862-3","DSC_5231.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","DOH",41.21
"2018-50-862-3","DSC_5231.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","HLL",57.72
"2018-50-862-3","DSC_5231.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","MXL",17.67
"2018-50-862-3","DSC_5231.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","OOL",14.78
"2018-50-862-3","DSC_5231.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","PAD",70.48
"2018-50-862-3","DSC_5231.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","PCL",42.09
"2018-50-862-3","DSC_5231.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","POL",12.26
"2018-50-862-3","DSC_5231.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","PVL",39.13
"2018-50-862-3","DSC_5231.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","STL",269
"2018-50-862-3","DSC_5231.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","TTL",326
"2018-50-876-1","DSC_5234.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","BDD",71.08
"2018-50-876-1","DSC_5234.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","CPL",29.24
"2018-50-876-1","DSC_5234.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","DOH",43.19
"2018-50-876-1","DSC_5234.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","HLL",55.86
"2018-50-876-1","DSC_5234.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","MXL",17.96
"2018-50-876-1","DSC_5234.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","OOL",13.93
"2018-50-876-1","DSC_5234.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PAD",67.06
"2018-50-876-1","DSC_5234.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PCL",42.82
"2018-50-876-1","DSC_5234.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","POL",14
"2018-50-876-1","DSC_5234.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PVL",41.81
"2018-50-876-1","DSC_5234.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","STL",268
"2018-50-876-1","DSC_5234.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","TTL",331
"2018-50-876-2","DSC_5235.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","BDD",69.4
"2018-50-876-2","DSC_5235.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","CPL",32.82
"2018-50-876-2","DSC_5235.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","DOH",42.02
"2018-50-876-2","DSC_5235.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","HLL",56.73
"2018-50-876-2","DSC_5235.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","MXL",19.38
"2018-50-876-2","DSC_5235.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","OOL",13.11
"2018-50-876-2","DSC_5235.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PAD",74.85
"2018-50-876-2","DSC_5235.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PCL",42.05
"2018-50-876-2","DSC_5235.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","POL",13.5
"2018-50-876-2","DSC_5235.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PVL",42.16
"2018-50-876-2","DSC_5235.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","STL",271
"2018-50-876-2","DSC_5235.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","TTL",335
"2018-50-884-7","DSC_5241.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","BDD",67.92
"2018-50-884-7","DSC_5241.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","CPL",34.08
"2018-50-884-7","DSC_5241.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","DOH",41.02
"2018-50-884-7","DSC_5241.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","HLL",57.87
"2018-50-884-7","DSC_5241.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","MXL",18.23
"2018-50-884-7","DSC_5241.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","OOL",13.36
"2018-50-884-7","DSC_5241.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PAD",77.64
"2018-50-884-7","DSC_5241.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PCL",43.28
"2018-50-884-7","DSC_5241.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","POL",13.04
"2018-50-884-7","DSC_5241.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PVL",40.47
"2018-50-884-7","DSC_5241.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","STL",279
"2018-50-884-7","DSC_5241.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","TTL",331
"2018-50-861-2","DSC_5242.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","BDD",88.83
"2018-50-861-2","DSC_5242.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","CPL",32.94
"2018-50-861-2","DSC_5242.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","DOH",43.1
"2018-50-861-2","DSC_5242.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","HLL",60.06
"2018-50-861-2","DSC_5242.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","MXL",20.03
"2018-50-861-2","DSC_5242.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","OOL",13.95
"2018-50-861-2","DSC_5242.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","PAD",86.89
"2018-50-861-2","DSC_5242.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","PCL",47.02
"2018-50-861-2","DSC_5242.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","POL",14.41
"2018-50-861-2","DSC_5242.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","PVL",45.67
"2018-50-861-2","DSC_5242.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","STL",307
"2018-50-861-2","DSC_5242.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","TTL",372
"2018-50-862-5","DSC_5244.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","BDD",66.29
"2018-50-862-5","DSC_5244.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","CPL",29.8
"2018-50-862-5","DSC_5244.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","DOH",36.64
"2018-50-862-5","DSC_5244.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","HLL",59.06
"2018-50-862-5","DSC_5244.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","MXL",18.88
"2018-50-862-5","DSC_5244.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","OOL",13.68
"2018-50-862-5","DSC_5244.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","PAD",77.14
"2018-50-862-5","DSC_5244.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","PCL",44.97
"2018-50-862-5","DSC_5244.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","POL",14.03
"2018-50-862-5","DSC_5244.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","PVL",40.71
"2018-50-862-5","DSC_5244.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","STL",273
"2018-50-862-5","DSC_5244.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","TTL",343
"2018-50-884-2","DSC_5246.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","BDD",77.84
"2018-50-884-2","DSC_5246.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","CPL",35.84
"2018-50-884-2","DSC_5246.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","DOH",44.18
"2018-50-884-2","DSC_5246.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","HLL",60.61
"2018-50-884-2","DSC_5246.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","MXL",19.17
"2018-50-884-2","DSC_5246.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","OOL",14.6
"2018-50-884-2","DSC_5246.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PAD",71.26
"2018-50-884-2","DSC_5246.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PCL",47.71
"2018-50-884-2","DSC_5246.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","POL",14.3
"2018-50-884-2","DSC_5246.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PVL",45.46
"2018-50-884-2","DSC_5246.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","STL",292
"2018-50-884-2","DSC_5246.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","TTL",353
"2018-50-836-1","DSC_5250.jpg","Lake Ontario","Chaumont Bay","11/12/2018","USGS LOBS","specimenBased","BPO","BDD",101.51
"2018-50-836-1","DSC_5250.jpg","Lake Ontario","Chaumont Bay","11/12/2018","USGS LOBS","specimenBased","BPO","CPL",32.8
"2018-50-836-1","DSC_5250.jpg","Lake Ontario","Chaumont Bay","11/12/2018","USGS LOBS","specimenBased","BPO","DOH",42.14
"2018-50-836-1","DSC_5250.jpg","Lake Ontario","Chaumont Bay","11/12/2018","USGS LOBS","specimenBased","BPO","HLL",64.22
"2018-50-836-1","DSC_5250.jpg","Lake Ontario","Chaumont Bay","11/12/2018","USGS LOBS","specimenBased","BPO","MXL",19.93
"2018-50-836-1","DSC_5250.jpg","Lake Ontario","Chaumont Bay","11/12/2018","USGS LOBS","specimenBased","BPO","OOL",13.55
"2018-50-836-1","DSC_5250.jpg","Lake Ontario","Chaumont Bay","11/12/2018","USGS LOBS","specimenBased","BPO","PAD",88.28
"2018-50-836-1","DSC_5250.jpg","Lake Ontario","Chaumont Bay","11/12/2018","USGS LOBS","specimenBased","BPO","PCL",43.46
"2018-50-836-1","DSC_5250.jpg","Lake Ontario","Chaumont Bay","11/12/2018","USGS LOBS","specimenBased","BPO","POL",15
"2018-50-836-1","DSC_5250.jpg","Lake Ontario","Chaumont Bay","11/12/2018","USGS LOBS","specimenBased","BPO","PVL",42.02
"2018-50-836-1","DSC_5250.jpg","Lake Ontario","Chaumont Bay","11/12/2018","USGS LOBS","specimenBased","BPO","STL",313
"2018-50-836-1","DSC_5250.jpg","Lake Ontario","Chaumont Bay","11/12/2018","USGS LOBS","specimenBased","BPO","TTL",377
"2018-50-861-1","DSC_5251.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","BDD",58.31
"2018-50-861-1","DSC_5251.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","CPL",36.02
"2018-50-861-1","DSC_5251.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","DOH",38.45
"2018-50-861-1","DSC_5251.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","HLL",56.55
"2018-50-861-1","DSC_5251.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","MXL",17.35
"2018-50-861-1","DSC_5251.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","OOL",13.64
"2018-50-861-1","DSC_5251.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","PAD",68.07
"2018-50-861-1","DSC_5251.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","PCL",40.41
"2018-50-861-1","DSC_5251.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","POL",12.94
"2018-50-861-1","DSC_5251.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","PVL",38.36
"2018-50-861-1","DSC_5251.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","STL",256
"2018-50-861-1","DSC_5251.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","TTL",319
"2018-50-884-8","DSC_5256.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","BDD",77.14
"2018-50-884-8","DSC_5256.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","CPL",37.71
"2018-50-884-8","DSC_5256.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","DOH",44.12
"2018-50-884-8","DSC_5256.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","HLL",60.38
"2018-50-884-8","DSC_5256.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","MXL",19.3
"2018-50-884-8","DSC_5256.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","OOL",14.31
"2018-50-884-8","DSC_5256.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PAD",72.74
"2018-50-884-8","DSC_5256.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PCL",44.57
"2018-50-884-8","DSC_5256.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","POL",15.22
"2018-50-884-8","DSC_5256.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PVL",42.96
"2018-50-884-8","DSC_5256.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","STL",287
"2018-50-884-8","DSC_5256.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","TTL",351
"2018-50-888-1","DSC_5258.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","BDD",46.26
"2018-50-888-1","DSC_5258.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","CPL",24.88
"2018-50-888-1","DSC_5258.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","DOH",31.76
"2018-50-888-1","DSC_5258.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","HLL",43.28
"2018-50-888-1","DSC_5258.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","MXL",14.66
"2018-50-888-1","DSC_5258.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","OOL",11.1
"2018-50-888-1","DSC_5258.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PAD",48.96
"2018-50-888-1","DSC_5258.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PCL",30.13
"2018-50-888-1","DSC_5258.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","POL",9.86
"2018-50-888-1","DSC_5258.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PVL",30.32
"2018-50-888-1","DSC_5258.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","STL",196
"2018-50-888-1","DSC_5258.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","TTL",241
"2018-50-875-17","DSC_5261.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","BDD",76.27
"2018-50-875-17","DSC_5261.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","CPL",29.71
"2018-50-875-17","DSC_5261.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","DOH",42.99
"2018-50-875-17","DSC_5261.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","HLL",60.2
"2018-50-875-17","DSC_5261.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","MXL",17.6
"2018-50-875-17","DSC_5261.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","OOL",15
"2018-50-875-17","DSC_5261.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PAD",71.29
"2018-50-875-17","DSC_5261.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PCL",47.02
"2018-50-875-17","DSC_5261.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","POL",13.54
"2018-50-875-17","DSC_5261.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PVL",43.05
"2018-50-875-17","DSC_5261.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","STL",263
"2018-50-875-17","DSC_5261.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","TTL",331
"2018-50-876-6","DSC_5264.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","BDD",72.02
"2018-50-876-6","DSC_5264.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","CPL",35.36
"2018-50-876-6","DSC_5264.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","DOH",42.72
"2018-50-876-6","DSC_5264.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","HLL",62.08
"2018-50-876-6","DSC_5264.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","MXL",20.18
"2018-50-876-6","DSC_5264.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","OOL",15.74
"2018-50-876-6","DSC_5264.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PAD",79.68
"2018-50-876-6","DSC_5264.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PCL",43.5
"2018-50-876-6","DSC_5264.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","POL",14.91
"2018-50-876-6","DSC_5264.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PVL",39.06
"2018-50-876-6","DSC_5264.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","STL",292
"2018-50-876-6","DSC_5264.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","TTL",355
"2018-50-875-10","DSC_5265.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","BDD",76.8
"2018-50-875-10","DSC_5265.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","CPL",30.43
"2018-50-875-10","DSC_5265.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","DOH",44.77
"2018-50-875-10","DSC_5265.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","HLL",60.44
"2018-50-875-10","DSC_5265.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","MXL",19.18
"2018-50-875-10","DSC_5265.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","OOL",13.14
"2018-50-875-10","DSC_5265.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PAD",76.56
"2018-50-875-10","DSC_5265.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PCL",44.61
"2018-50-875-10","DSC_5265.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","POL",15.11
"2018-50-875-10","DSC_5265.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","PVL",47.12
"2018-50-875-10","DSC_5265.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","STL",295
"2018-50-875-10","DSC_5265.jpg","Lake Ontario","Chaumont Bay","12/4/2018","USGS LOBS","specimenBased","BPO","TTL",359
"2018-50-862-4","DSC_5269.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","BDD",76.53
"2018-50-862-4","DSC_5269.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","CPL",33
"2018-50-862-4","DSC_5269.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","DOH",39.83
"2018-50-862-4","DSC_5269.jpg","Lake Ontario","Chaumont Bay","11/19/2018","USGS LOBS","specimenBased","BPO","HLL",60.94
